,urlid,alchemy_category,commonlinkratio_1,commonlinkratio_2,commonlinkratio_3,commonlinkratio_4,compression_ratio,embed_ratio,framebased,frameTagRatio,hasDomainLink,html_ratio,image_ratio,linkwordscore,non_markup_alphanum_characters,numberOfLinks,numwords_in_url,parametrizedLinkRatio,spelling_errors_ratio,title_len,body_len,sent_title
78,8073,0,0.658536585,0.317073171,0.243902439,0.170731707,21.0,-1.0,0,0.022304833,0,0.234148344,-1.0,28,1000,41,0,0.780487805,0.090909091,54,1,2
79,6886,4,0.421875,0.1796875,0.109375,0.0859375,0.600694444,0.0,0,0.073883162,0,0.211271867,0.215277778,34,2919,128,9,0.609375,0.102564103,47,864,1
80,10159,0,0.612244898,0.285714286,0.183673469,0.06122449,0.621908127,0.013513514,0,0.016528926,0,0.294793449,0.121621622,14,3871,49,0,0.040816327,0.117647059,28,566,1
81,6514,0,0.336134454,0.06302521,0.016806723,0.012605042,0.471284372,0.0,0,0.034980989,0,0.175704022,0.17794971,11,9499,238,5,0.399159664,0.067864271,44,2873,1
82,4265,7,0.304347826,0.108695652,0.010869565,0.0,0.725146199,0.0,0,0.076923077,0,0.169670508,2.16,57,343,92,3,0.02173913,0.088235294,23,171,1
83,7021,3,0.436619718,0.154929577,0.126760563,0.112676056,0.334907889,0.0,0,0.036297641,0,0.223623753,0.065454545,9,7989,142,4,0.056338028,0.043636364,71,2117,1
84,8949,5,0.58490566,0.377358491,0.094339623,0.047169811,0.7960199,0.0,0,0.036199095,0,0.257144005,0.675675676,59,1064,106,2,0.179245283,0.03030303,20,201,1
85,7846,7,0.408759124,0.02189781,0.02189781,0.0,0.636363636,0.0,0,0.00754717,0,0.166403287,0.985915493,37,1177,137,3,0.751824818,0.094594595,28,451,1
86,7275,1,0.14084507,0.084507042,0.0,0.0,0.488843813,0.0,0,0.029622063,0,0.192870423,0.384180791,14,2650,213,5,0.422535211,0.083333333,66,986,0
87,1675,1,0.417475728,0.174757282,0.155339806,0.067961165,0.399350029,0.0,0,0.044742729,0,0.248999144,0.020742358,13,5190,103,1,0.13592233,0.081585082,29,5223,2
88,1641,0,0.43772242,0.1886121,0.03202847,0.021352313,0.483477377,0.0,0,0.035330261,0,0.174798117,0.151515152,29,4742,281,0,0.241992883,0.099071207,19,1952,1
89,8747,3,0.457627119,0.305084746,0.016949153,0.0,0.446292446,0.0,0,0.102362205,0,0.278671409,0.008805031,12,3393,59,6,0.06779661,0.082397004,143,4325,0
90,8438,0,0.608247423,0.268041237,0.077319588,0.030927835,21.0,-1.0,0,0.061020036,0,0.25836663,-1.0,16,11480,194,7,0.278350515,0.090909091,1,1,1
91,4467,2,0.506666667,0.206666667,0.066666667,0.026666667,0.359460445,0.0,0,0.059282371,0,0.236588977,0.074162679,31,3453,150,9,0.26,0.21182266,65,2743,0
92,9109,7,0.333333333,0.066666667,0.0,0.0,0.618934911,0.0,0,0.024390244,0,0.450518135,0.0,21,940,15,0,0.0,0.096296296,6,844,1
93,1020,3,0.128205128,0.025641026,0.0,0.0,0.595588235,0.0,0,0.014534884,0,0.218373437,1.125,61,423,117,6,0.017094017,0.102941176,44,404,1
94,3554,1,0.337931034,0.082758621,0.006896552,0.0,0.462476294,0.0,0,0.05862069,1,0.33413631,0.03196347,23,3274,145,6,0.027586207,0.074303406,38,3691,0
95,6167,6,0.447916667,0.15625,0.083333333,0.010416667,0.896,0.0,0,0.058426966,0,0.221822252,0.666666667,33,2100,96,4,0.0625,0.033333333,57,123,1
96,3738,0,0.384615385,0.107692308,0.092307692,0.061538462,0.473053892,0.0,0,0.065296252,0,0.221687874,0.033591731,7,13636,65,8,0.092307692,0.089005236,70,2167,1
97,9791,1,0.345454545,0.163636364,0.0,0.0,21.0,-1.0,0,0.021875,0,0.27943686,-1.0,45,456,55,0,0.836363636,0.25,18,1,2
98,2180,0,0.867684478,0.197201018,0.077608142,0.06870229,0.678947368,0.0,0,0.006795017,0,0.147318493,0.295774648,51,2780,786,3,0.0,0.12,25,380,2
99,6153,5,0.5,0.205263158,0.110526316,0.042105263,0.40858209,0.0,0,0.015732547,0,0.224142252,0.780748663,8,29601,190,6,0.121052632,0.065326633,81,1072,2
100,7474,1,0.691176471,0.272058824,0.051470588,0.007352941,0.567322239,0.0,0,0.037408759,0,0.141236939,0.86407767,13,7883,136,4,0.352941176,0.104761905,31,661,1
101,5592,0,0.68,0.21,0.07,0.03,0.453968254,0.0,0,0.060301508,0,0.232746726,0.029411765,54,865,100,6,0.03,0.068181818,106,630,1
102,8568,1,0.326086957,0.130434783,0.043478261,0.0,0.50728863,0.0,0,0.083969466,0,0.328747819,0.065420561,44,848,46,1,0.152173913,0.3,14,686,1
103,8131,7,0.186046512,0.093023256,0.046511628,0.0,0.332103969,0.0,0,0.043256997,0,0.226597559,0.048268625,5,5721,86,3,0.174418605,0.020486556,83,5694,1
104,10182,2,0.611111111,0.444444444,0.388888889,0.388888889,0.543887147,0.0,0,0.023809524,0,0.334191265,0.020920502,11,2863,36,2,0.111111111,0.109243697,48,1276,1
105,741,0,0.666666667,0.20952381,0.076190476,0.028571429,0.404255319,0.0,0,0.06352459,0,0.230848089,0.040650407,27,2780,105,10,0.142857143,0.102739726,82,752,1
106,1080,0,0.582677165,0.244094488,0.023622047,0.007874016,0.597752809,0.0,0,0.052369077,0,0.194952093,0.44047619,46,822,127,2,0.05511811,0.139784946,61,445,0
107,2749,2,0.336734694,0.096938776,0.035714286,0.020408163,0.5,0.0,0,0.051620648,0,0.208923275,0.186363636,33,3075,196,6,0.147959184,0.082191781,45,1208,0
108,9685,1,0.73553719,0.619834711,0.32231405,0.074380165,0.501955671,0.0,0,0.072072072,0,0.310235044,0.055045872,51,1712,121,3,0.099173554,0.131578947,39,767,1
109,1659,2,0.408450704,0.352112676,0.253521127,0.169014085,0.449407115,0.0,0,0.041484716,0,0.238308792,0.052380952,19,3590,71,6,0.183098592,0.086538462,59,2529,1
110,7079,3,0.258064516,0.048387097,0.0,0.0,0.445421962,0.0,0,0.164215686,0,0.26839742,0.011583012,13,2827,62,10,0.0,0.075289575,86,3069,1
111,2557,3,0.865196078,0.492647059,0.370098039,0.340686275,0.42953142,0.0,0,0.014366565,0,0.199767611,0.068559186,9,37737,408,13,0.321078431,0.08507135,44,11010,1
112,2331,2,0.422222222,0.035555556,0.008888889,0.0,0.462935508,0.0,0,0.019248396,0,0.186349417,0.196296296,16,5352,225,2,0.368888889,0.078585462,43,2698,1
113,6322,3,0.583333333,0.351851852,0.287037037,0.240740741,0.406615871,0.0,0,0.018907563,0,0.238182633,0.041479821,16,5587,108,7,0.240740741,0.100116414,65,5381,1
114,1961,0,0.344444444,0.0,0.0,0.0,0.864661654,0.047619048,0,0.101851852,0,0.264930319,0.666666667,43,691,90,7,0.088888889,0.0,38,133,2
115,4260,6,0.34375,0.125,0.015625,0.0,0.488666085,0.0,0,0.007905138,0,0.244958505,0.231818182,26,2274,64,1,0.0,0.078341014,38,2294,0
116,3041,4,0.530612245,0.265306122,0.088435374,0.034013605,0.445923149,0.0,0,0.043478261,0,0.295864869,0.03822314,11,10697,147,12,0.142857143,0.110994764,76,5333,1
117,8364,1,0.20754717,0.018867925,0.0,0.0,0.624413146,0.0,0,0.097046414,0,0.26527112,0.457142857,50,282,53,0,0.20754717,0.147540984,158,213,2
118,8550,1,0.239130435,0.086956522,0.0,0.0,0.483734088,0.0,0,0.138059701,0,0.285549444,0.0703125,30,1180,46,6,0.043478261,0.131386861,33,707,1
119,8577,0,0.141361257,0.031413613,0.005235602,0.0,0.418388573,0.0,0,0.066595059,0,0.206952739,0.024527543,7,13109,191,10,0.303664921,0.124534547,99,14422,1
120,5568,0,0.444108761,0.096676737,0.057401813,0.039274924,0.5085796,0.0,0,0.027284264,0,0.188534334,0.263157895,21,5368,331,6,0.277945619,0.12596401,55,2098,0
121,9780,6,0.680709534,0.430155211,0.168514412,0.079822616,0.62739726,0.0,0,0.031152648,0,0.182044197,1.652173913,56,4094,451,1,0.576496674,0.152777778,113,365,1
122,6500,9,0.672985782,0.360189573,0.109004739,0.052132701,0.530204461,0.0,0,0.055865922,0,0.251166958,0.007772021,52,2070,211,6,0.104265403,0.111959288,85,2152,1
123,9409,0,0.176470588,0.058823529,0.0,0.0,0.461480927,0.0,0,0.076612903,0,0.275655034,0.00655308,7,5301,51,9,0.019607843,0.104986877,53,4011,1
124,2528,2,0.333333333,0.096045198,0.039548023,0.02259887,0.442553191,0.03125,0,0.054499366,0,0.204264666,0.213541667,34,2668,177,6,0.15819209,0.14556962,49,1175,0
125,1014,2,0.594117647,0.4,0.282352941,0.235294118,0.467696629,0.0,0,0.029591837,0,0.226150869,0.104265403,18,8060,170,8,0.011764706,0.110743802,48,3560,0
126,6420,2,0.522522523,0.108108108,0.009009009,0.0,0.41720154,0.0,0,0.057720058,0,0.20061983,0.075630252,54,903,222,4,0.013513514,0.045454545,196,779,1
127,3482,3,0.686528497,0.277202073,0.054404145,0.025906736,0.477403451,0.0,0,0.048229548,0,0.216377896,0.162371134,43,4389,386,4,0.215025907,0.051413882,49,2434,1
128,5906,0,0.643533123,0.170347003,0.031545741,0.006309148,0.630017452,0.0,0,0.015695067,0,0.21004344,0.819444444,54,3042,317,3,0.170347003,0.056818182,49,569,0
129,8202,3,0.582474227,0.443298969,0.195876289,0.103092784,0.365271493,0.0,0,0.047091413,0,0.242835685,0.026060606,13,10381,194,3,0.180412371,0.068621335,35,8840,1
130,2814,2,0.311320755,0.113207547,0.028301887,0.018867925,0.477521264,0.0,0,0.030050083,0,0.250797457,0.070853462,9,5527,106,4,0.20754717,0.08291874,39,3291,1
131,1536,2,0.401574803,0.149606299,0.039370079,0.015748031,0.422339722,0.0,0,0.083769634,0,0.262837198,0.078512397,29,2072,127,7,0.228346457,0.084615385,68,1513,1
132,709,2,0.671506352,0.192377495,0.068965517,0.032667877,0.508213552,0.005847953,0,0.034437663,0,0.177768214,0.573099415,41,7525,551,8,0.344827586,0.125,170,974,0
133,7212,1,0.4,0.086486486,0.037837838,0.005405405,0.491496599,0.0,0,0.017975402,0,0.237692199,0.08353222,7,15389,185,5,0.010810811,0.055961071,41,2352,1
134,1867,4,0.346666667,0.026666667,0.0,0.0,0.407404326,0.0,0,0.039665971,0,0.305498929,0.010165864,6,10451,75,4,0.026666667,0.08608161,37,12019,1
135,7936,0,0.621848739,0.302521008,0.075630252,0.008403361,0.450814901,0.0,0,0.063763608,0,0.236503453,0.107890499,28,3362,119,4,0.327731092,0.059967585,150,3434,2
136,6995,6,0.637860082,0.230452675,0.057613169,0.020576132,0.425858653,0.0,0,0.041916168,0,0.237587123,0.018348624,26,6300,243,6,0.353909465,0.11329588,104,6056,0
137,2399,3,0.519083969,0.229007634,0.083969466,0.007633588,0.771276596,0.0,0,0.067028986,0,0.2335917,0.5,63,1030,131,3,0.076335878,0.078947368,33,188,1
138,593,7,0.675925926,0.324074074,0.166666667,0.134259259,0.468113976,0.0,0,0.070769231,0,0.125645874,0.225490196,68,1755,216,9,0.027777778,0.007462687,153,737,0
139,8483,3,0.829268293,0.341463415,0.094512195,0.006097561,0.448758909,0.0,0,0.034324943,0,0.223302901,0.01236476,44,3978,328,9,0.298780488,0.074074074,127,4069,1
140,2030,1,0.640243902,0.280487805,0.237804878,0.219512195,0.415759774,0.0,0,0.032648126,0,0.264281733,0.022196262,16,8571,164,3,0.262195122,0.069258809,34,4962,1
141,7230,2,0.355769231,0.128205128,0.032051282,0.006410256,0.389093288,0.0,0,0.010648148,0,0.211222823,0.100984168,4,35293,312,3,0.028846154,0.101640839,55,12220,1
142,6289,3,0.037037037,0.009259259,0.0,0.0,0.457243816,0.0,0,0.025041736,0,0.161301199,0.139097744,5,5461,216,2,0.018518519,0.081712062,24,2830,1
143,4656,0,0.0,0.0,0.0,0.0,21.0,-1.0,0,0.315789474,0,0.443611987,-1.0,48,74,2,4,0.5,0.071428571,38,1,1
144,8588,1,0.65,0.3625,0.0375,0.025,0.230207065,0.0,0,0.087947883,0,0.227856821,0.013888889,45,1013,80,7,0.075,0.061728395,47,821,1
145,203,0,0.533333333,0.133333333,0.133333333,0.133333333,0.722222222,0.0,0,0.1,0,0.278001246,0.041666667,61,477,30,5,0.0,0.037735849,28,270,2
146,7906,0,0.716894977,0.465753425,0.159817352,0.082191781,0.509681093,0.0,0,0.098609355,0,0.224798458,0.088028169,51,2620,219,13,0.068493151,0.136666667,71,1756,0
147,6943,2,0.222222222,0.031746032,0.0,0.0,0.368394048,0.0,0,0.162621359,0,0.262156514,0.017647059,19,1836,63,7,0.0,0.034582133,71,1945,1
148,552,1,0.724137931,0.528735632,0.333333333,0.229885057,0.486910995,0.0,0,0.086956522,0,0.234478332,0.047085202,42,2063,87,0,0.034482759,0.075650118,21,2292,1
149,2198,3,0.545454545,0.112299465,0.021390374,0.005347594,0.46611797,0.0,0,0.043202033,0,0.220830092,0.04148784,16,6615,187,2,0.347593583,0.104790419,34,3645,0
150,10515,1,0.645320197,0.295566502,0.21182266,0.093596059,0.47513053,0.001512859,0,0.031307551,0,0.209925421,0.028744327,43,2923,203,0,0.068965517,0.111821086,50,3639,1
151,4384,0,0.510638298,0.170212766,0.068085106,0.046808511,0.440705128,0.0,0,0.024608501,0,0.244259019,0.106911447,19,10505,235,5,0.157446809,0.08632287,72,4992,1
152,9396,0,0.0,0.0,0.0,0.0,0.199485093,0.0,0,0.090909091,0,0.164162656,0.020378457,0,10708,51,3,0.0,0.213286713,43,12041,1
153,10384,2,0.2,0.2,0.0,0.0,0.442776735,0.0,0,0.238095238,0,0.3218,0.014705882,100,0,5,0,0.4,0.08,47,533,1
